note_id,report_month,fee,impression,click,message_consult,msg_leads_num,ctr_derived,cpc_derived,cpm_derived,msg_leads_cost_derived
67d5268d000000001b03e868,M2026-04,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,
6822feb7000000000303b131,M2026-04,6.57,19.0,4.0,0.0,0.0,0.210526,1.6425,345.789474,
6822ffcf000000000303b801,M2026-04,3.4,73.0,6.0,0.0,0.0,0.082192,0.566667,46.575342,
68299ca50000000023000e3f,M2026-04,11.279999999999998,203.0,21.0,0.0,0.0,0.103448,0.537143,55.566502,
68395a24000000002100c53d,M2026-04,14.98,420.0,61.0,1.0,0.0,0.145238,0.245574,35.666667,
6843e2390000000012003552,M2026-04,0.7000000000000001,82.0,7.0,0.0,0.0,0.085366,0.1,8.536585,
6843e39f0000000012004d39,M2026-04,0.68,38.0,4.0,0.0,0.0,0.105263,0.17,17.894737,
685670bb000000000b01fc31,M2026-04,2.03,55.0,2.0,0.0,0.0,0.036364,1.015,36.909091,
68567116000000000d025a77,M2026-04,2.06,112.0,8.0,0.0,0.0,0.071429,0.2575,18.392857,
685e5c470000000017031886,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
685e5de000000000150216f9,M2026-04,4.07,142.0,8.0,0.0,0.0,0.056338,0.50875,28.661972,
68679a7f0000000023006fb7,M2026-04,6.6000000000000005,142.0,17.0,0.0,0.0,0.119718,0.388235,46.478873,
6927e58e000000001f00ee4b,M2026-04,0.11,4.0,1.0,0.0,0.0,0.25,0.11,27.5,
69367987000000001b027d8f,M2026-04,13.259999999999998,456.0,65.0,0.0,0.0,0.142544,0.204,29.078947,
694de00a000000002202cfe6,M2026-04,0.16,4.0,1.0,0.0,0.0,0.25,0.16,40.0,
6951db13000000002203b51f,M2026-04,0.24,10.0,1.0,0.0,0.0,0.1,0.24,24.0,
695877db000000001e02a155,M2026-04,0.06,10.0,1.0,0.0,0.0,0.1,0.06,6.0,
695cbadc000000001a026939,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
69605e99000000000b00a172,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
696b33f1000000002200b243,M2026-04,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,
69747a91000000002202e8cb,M2026-04,110.73000000000002,2442.0,251.0,4.0,1.0,0.102785,0.441155,45.34398,110.73
69772f10000000002203adb7,M2026-04,0.3,20.0,3.0,0.0,0.0,0.15,0.1,15.0,
697f3a7b0000000022038c46,M2026-04,20.23,961.0,172.0,0.0,0.0,0.17898,0.117616,21.050989,
69806002000000002203a5e3,M2026-04,211.56,3199.0,318.0,14.0,4.0,0.099406,0.665283,66.133167,52.89
6981b7f200000000220207c4,M2026-04,4.899999999999999,117.0,18.0,0.0,0.0,0.153846,0.272222,41.880342,
69919e19000000001b01e5ec,M2026-04,0.06999999999999999,48.0,2.0,0.0,0.0,0.041667,0.035,1.458333,
699453d000000000150230b3,M2026-04,21.49,486.0,97.0,0.0,0.0,0.199588,0.221546,44.218107,
69a184d200000000150204c6,M2026-04,15.07,140.0,16.0,0.0,0.0,0.114286,0.941875,107.642857,
63aabe9e000000001f012388,M2026-04,0.0,22.0,0.0,0.0,0.0,0.0,,0.0,
63ac07b0000000001b015209,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
63ae5477000000001f0243c2,M2026-04,1.82,20.0,2.0,0.0,0.0,0.1,0.91,91.0,
63b02492000000001f0129cc,M2026-04,0.0,13.0,0.0,0.0,0.0,0.0,,0.0,
63b1500c000000001c006e54,M2026-04,12.51,2.0,1.0,0.0,0.0,0.5,12.51,6255.0,
63bac1840000000018013e62,M2026-04,3.88,103.0,13.0,0.0,0.0,0.126214,0.298462,37.669903,
63be7b190000000022039474,M2026-04,0.06,10.0,2.0,0.0,0.0,0.2,0.03,6.0,
63c8d157000000001f02357d,M2026-04,0.02,11.0,2.0,0.0,0.0,0.181818,0.01,1.818182,
63d1e16b000000001c00586f,M2026-04,0.23,32.0,2.0,0.0,0.0,0.0625,0.115,7.1875,
63d20600000000001b0278c7,M2026-04,0.02,2.0,1.0,0.0,0.0,0.5,0.02,10.0,
63d2865200000000220297cf,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
63d496d90000000002003dee,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
63d788ef0000000008025239,M2026-04,0.33,2.0,1.0,1.0,1.0,0.5,0.33,165.0,0.33
63db7d5b00000000180129e5,M2026-04,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,
63e0cd980000000004007785,M2026-04,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,
63e1c119000000001d020e83,M2026-04,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,
63e21bc7000000001b005bf1,M2026-04,0.25,19.0,5.0,0.0,0.0,0.263158,0.05,13.157895,
63e706f7000000001203c808,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
649149bf0000000014027599,M2026-04,0.36,25.0,2.0,0.0,0.0,0.08,0.18,14.4,
6496b3180000000013010c1f,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
6496cbf50000000013003691,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
649953950000000013034155,M2026-04,4.6,178.0,22.0,1.0,0.0,0.123596,0.209091,25.842697,
64a403e4000000002301c87d,M2026-04,0.01,5.0,1.0,0.0,0.0,0.2,0.01,2.0,
64abc35b000000001c00c94a,M2026-04,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,
64ad3f390000000034016f7d,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
64b6549d000000002b03bf99,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
64b751b5000000002f026c7b,M2026-04,0.35000000000000003,38.0,6.0,0.0,0.0,0.157895,0.058333,9.210526,
64ba491e000000000103ebcf,M2026-04,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,
64ba4c88000000001701b408,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
64bde94e000000000103d0c5,M2026-04,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,
64bf2af70000000017019af4,M2026-04,0.55,5.0,1.0,0.0,0.0,0.2,0.55,110.0,
64d1b010000000000c0362b6,M2026-04,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,
64d25f39000000001701bff5,M2026-04,0.81,5.0,1.0,0.0,0.0,0.2,0.81,162.0,
64d74b3b0000000012019ddd,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
64d77fc8000000001700e3e7,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
64da0412000000000301e765,M2026-04,0.03,23.0,3.0,0.0,0.0,0.130435,0.01,1.304348,
64db5a0a00000000100323e3,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
64df68ce00000000030235b3,M2026-04,0.02,11.0,1.0,0.0,0.0,0.090909,0.02,1.818182,
64e0304000000000030230e1,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
64e08628000000000301f6dd,M2026-04,0.59,4.0,1.0,0.0,0.0,0.25,0.59,147.5,
64e09c0a00000000030214ee,M2026-04,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,
64e09ec4000000000103e944,M2026-04,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,
64e33439000000000c0370d9,M2026-04,1.04,36.0,5.0,0.0,0.0,0.138889,0.208,28.888889,
64e57d41000000000c0369a4,M2026-04,0.01,12.0,1.0,0.0,0.0,0.083333,0.01,0.833333,
64e5ca97000000000b02be15,M2026-04,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,
64e8b766000000000a019de1,M2026-04,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,
64eb0be4000000001003083d,M2026-04,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,
64ed5f72000000001e02ce33,M2026-04,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,
64edb464000000001f0072b3,M2026-04,0.09,5.0,1.0,0.0,0.0,0.2,0.09,18.0,
64f0abfe000000001e0318d0,M2026-04,0.02,10.0,1.0,0.0,0.0,0.1,0.02,2.0,
64f30ba3000000001e032074,M2026-04,3.36,15.0,2.0,0.0,0.0,0.133333,1.68,224.0,
64f59f01000000001d017ff6,M2026-04,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,
64f69f4b000000001e02f1cd,M2026-04,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,
64f9a90e000000001d0147d0,M2026-04,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,
64fc56f3000000001f0358b2,M2026-04,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,
64fd33ff000000001e02958f,M2026-04,0.01,13.0,1.0,0.0,0.0,0.076923,0.01,0.769231,
64fefc69000000001e0233e0,M2026-04,0.01,5.0,1.0,0.0,0.0,0.2,0.01,2.0,
64ffe0a9000000002000203c,M2026-04,0.01,36.0,1.0,0.0,0.0,0.027778,0.01,0.277778,
6502b1ee000000001f03f418,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
65043265000000001e02f175,M2026-04,0.02,8.0,2.0,0.0,0.0,0.25,0.01,2.5,
65081b6b000000001e0205f3,M2026-04,0.02,15.0,1.0,0.0,0.0,0.066667,0.02,1.333333,
65098e58000000001e03ee2a,M2026-04,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,
650c0621000000001e03efb2,M2026-04,0.01,3.0,1.0,0.0,0.0,0.333333,0.01,3.333333,
650d4473000000001f036902,M2026-04,0.01,13.0,1.0,0.0,0.0,0.076923,0.01,0.769231,
650d68b1000000001f005742,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
650d82f6000000001e02d1c7,M2026-04,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,
650ed207000000001f004d91,M2026-04,1.3900000000000001,21.0,2.0,0.0,0.0,0.095238,0.695,66.190476,
650edcb2000000001d014334,M2026-04,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,
6513d8780000000020001214,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
65260089000000001e00c9f4,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
65260ace000000001e023539,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
652d3203000000001e0291eb,M2026-04,0.03,10.0,3.0,0.0,0.0,0.3,0.01,3.0,
652d3266000000001f0360df,M2026-04,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,
652f3f7a000000001f00749b,M2026-04,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,
65326a2f000000001d016284,M2026-04,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,
65339717000000001f03566a,M2026-04,0.03,16.0,1.0,0.0,0.0,0.0625,0.03,1.875,
6533cc95000000001e02db3d,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
6533d06e000000001f03d3c4,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
65376aa7000000001e03f455,M2026-04,0.01,11.0,1.0,0.0,0.0,0.090909,0.01,0.909091,
653b27d9000000001d014f59,M2026-04,0.0,17.0,0.0,0.0,0.0,0.0,,0.0,
6540ca51000000001e0327c4,M2026-04,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,
65421900000000001f0360c9,M2026-04,2.2399999999999998,75.0,4.0,0.0,0.0,0.053333,0.56,29.866667,
654340ba000000001e0299de,M2026-04,0.060000000000000005,76.0,4.0,0.0,0.0,0.052632,0.015,0.789474,
6544e4b5000000001f03b71c,M2026-04,0.67,45.0,7.0,0.0,0.0,0.155556,0.095714,14.888889,
654cf335000000000f02b89a,M2026-04,0.02,4.0,2.0,0.0,0.0,0.5,0.01,5.0,
654d9784000000003203940b,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
65574eec000000003300a922,M2026-04,0.10999999999999999,24.0,3.0,0.0,0.0,0.125,0.036667,4.583333,
65582685000000003202ea19,M2026-04,10.84,71.0,17.0,0.0,0.0,0.239437,0.637647,152.676056,
655828cd0000000032039552,M2026-04,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,
65582951000000003300bd56,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
6559fc2200000000330060b6,M2026-04,0.68,27.0,2.0,0.0,0.0,0.074074,0.34,25.185185,
6559ff5b000000003202dade,M2026-04,1.33,17.0,3.0,0.0,0.0,0.176471,0.443333,78.235294,
655c05e3000000003203ab8c,M2026-04,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,
655c06f5000000003203b17a,M2026-04,3.69,11.0,3.0,0.0,0.0,0.272727,1.23,335.454545,
655f20540000000032037fef,M2026-04,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,
6565ad2e0000000033001031,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
6569b4a6000000000901d800,M2026-04,0.0,18.0,0.0,0.0,0.0,0.0,,0.0,
656c3832000000000602066f,M2026-04,2.44,24.0,2.0,0.0,0.0,0.083333,1.22,101.666667,
6572c56e0000000005039dfe,M2026-04,0.5,10.0,2.0,0.0,0.0,0.2,0.25,50.0,
657424be000000000503b310,M2026-04,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,
65742c9300000000050398ca,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
65742d5e0000000006021a86,M2026-04,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,
65742f5e000000000503a6e2,M2026-04,4.359999999999999,13.0,4.0,0.0,0.0,0.307692,1.09,335.384615,
6576b3bb000000000801f681,M2026-04,0.07,26.0,4.0,0.0,0.0,0.153846,0.0175,2.692308,
657831de000000000703b9d8,M2026-04,0.01,8.0,1.0,0.0,0.0,0.125,0.01,1.25,
65790ac5000000000901923f,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
65790ce1000000000902303a,M2026-04,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,
657ea4f40000000006028738,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
658149bd0000000009025675,M2026-04,0.01,10.0,1.0,0.0,0.0,0.1,0.01,1.0,
6583feb4000000000801c189,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
658530cb000000000602b605,M2026-04,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,
658691900000000038015b90,M2026-04,0.0,13.0,0.0,0.0,0.0,0.0,,0.0,
658692df000000003802c87a,M2026-04,0.02,12.0,2.0,0.0,0.0,0.166667,0.01,1.666667,
658935df0000000018028297,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
658a85c7000000001e0067d7,M2026-04,1.97,3.0,1.0,0.0,0.0,0.333333,1.97,656.666667,
658bd2b90000000011014222,M2026-04,0.01,4.0,1.0,0.0,0.0,0.25,0.01,2.5,
658bd336000000001d01681c,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
658fd433000000001101fd24,M2026-04,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,
65950e200000000011033ae7,M2026-04,0.08,25.0,2.0,0.0,0.0,0.08,0.04,3.2,
65950ec3000000001102cc42,M2026-04,0.0,11.0,0.0,0.0,0.0,0.0,,0.0,
6596551b000000001a002c64,M2026-04,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,
6597b914000000001e004811,M2026-04,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,
6597b9f50000000018028ea3,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
6599081c000000001d026139,M2026-04,0.0,13.0,0.0,0.0,0.0,0.0,,0.0,
65990c11000000001c0137af,M2026-04,0.32,28.0,1.0,0.0,0.0,0.035714,0.32,11.428571,
65990c68000000001d031e7e,M2026-04,0.15000000000000002,11.0,2.0,0.0,0.0,0.181818,0.075,13.636364,
659baa1700000000110337f8,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
659baab8000000001e008c2c,M2026-04,0.16,8.0,2.0,0.0,0.0,0.25,0.08,20.0,
659bab08000000001a02a02b,M2026-04,0.14,15.0,3.0,0.0,0.0,0.2,0.046667,9.333333,
659e3f3b000000001d024c1f,M2026-04,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,
65a240f4000000001c0103e8,M2026-04,0.18,49.0,4.0,0.0,0.0,0.081633,0.045,3.673469,
65a4de98000000001e0081cb,M2026-04,0.05,7.0,4.0,0.0,0.0,0.571429,0.0125,7.142857,
65a62c61000000002b016521,M2026-04,0.01,8.0,1.0,0.0,0.0,0.125,0.01,1.25,
65ae1f07000000002c0138af,M2026-04,0.27,5.0,1.0,0.0,0.0,0.2,0.27,54.0,
65ae2071000000002b03dd4f,M2026-04,0.01,17.0,1.0,0.0,0.0,0.058824,0.01,0.588235,
65ae21ae000000002c03fd67,M2026-04,0.23,41.0,4.0,0.0,0.0,0.097561,0.0575,5.609756,
65af7e4e000000002c0397d4,M2026-04,0.26,39.0,4.0,0.0,0.0,0.102564,0.065,6.666667,
65af7fb6000000002c028a8b,M2026-04,0.05,39.0,2.0,0.0,0.0,0.051282,0.025,1.282051,
65b1c759000000002b03f79a,M2026-04,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,
65b1c8d7000000002c0299fb,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
65b8a7b6000000002c028fec,M2026-04,0.14,4.0,1.0,0.0,0.0,0.25,0.14,35.0,
65b8a808000000000802253f,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
65b8ab3b0000000007029266,M2026-04,0.18,28.0,6.0,0.0,0.0,0.214286,0.03,6.428571,
65b8abf1000000002c016b7a,M2026-04,6.66,42.0,4.0,0.0,0.0,0.095238,1.665,158.571429,
65b8ac46000000002c013741,M2026-04,1.32,38.0,3.0,0.0,0.0,0.078947,0.44,34.736842,
65b8acf3000000002c036e17,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
65b8adab000000002c02acdc,M2026-04,1.1600000000000001,19.0,2.0,0.0,0.0,0.105263,0.58,61.052632,
65bc472a000000002d0026f4,M2026-04,2.62,72.0,13.0,0.0,0.0,0.180556,0.201538,36.388889,
65bc4e88000000002c028213,M2026-04,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,
65bc5280000000002c0124dc,M2026-04,0.18000000000000002,42.0,5.0,0.0,0.0,0.119048,0.036,4.285714,
65bc555c000000002b03c9e3,M2026-04,1.75,11.0,2.0,0.0,0.0,0.181818,0.875,159.090909,
65bc5948000000002c02af3a,M2026-04,2.7799999999999994,12.0,3.0,0.0,0.0,0.25,0.926667,231.666667,
65bc5f28000000000702bf1e,M2026-04,0.05,19.0,3.0,0.0,0.0,0.157895,0.016667,2.631579,
65bc600800000000080224ee,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
65bc65c0000000002c016d1b,M2026-04,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,
65bc663b000000002c013c29,M2026-04,0.13,8.0,1.0,0.0,0.0,0.125,0.13,16.25,
65bc67c8000000002c02b0a1,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
65bdac47000000002c015250,M2026-04,0.01,5.0,1.0,0.0,0.0,0.2,0.01,2.0,
65bdadb1000000002b03c0dc,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
65d3245b00000000070243fd,M2026-04,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,
65d325c800000000010292de,M2026-04,10.619999999999997,329.0,54.0,0.0,0.0,0.164134,0.196667,32.279635,
65d9a308000000000102be01,M2026-04,0.01,15.0,1.0,0.0,0.0,0.066667,0.01,0.666667,
65daf721000000000102b017,M2026-04,1.53,24.0,1.0,0.0,0.0,0.041667,1.53,63.75,
65dc4e990000000007005b79,M2026-04,0.01,9.0,1.0,0.0,0.0,0.111111,0.01,1.111111,
65dd9d15000000000102808f,M2026-04,0.03,29.0,3.0,0.0,0.0,0.103448,0.01,1.034483,
65e1836f000000000102968b,M2026-04,2.91,89.0,14.0,1.0,0.0,0.157303,0.207857,32.696629,
65e2e49a0000000001028986,M2026-04,0.08,19.0,1.0,0.0,0.0,0.052632,0.08,4.210526,
65e6d3e6000000000400169f,M2026-04,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
65e6f7ea000000000303422b,M2026-04,0.13999999999999999,33.0,4.0,0.0,0.0,0.121212,0.035,4.242424,
65e973a20000000003036a18,M2026-04,1.1500000000000001,82.0,11.0,0.0,0.0,0.134146,0.104545,14.02439,
65eac14b0000000003036931,M2026-04,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,
65ec182b0000000003035073,M2026-04,1.04,60.0,13.0,0.0,0.0,0.216667,0.08,17.333333,
65eec22e000000000d00d991,M2026-04,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,
65eec2a300000000120230d4,M2026-04,0.15,25.0,1.0,0.0,0.0,0.04,0.15,6.0,
65efaf2d000000001202067b,M2026-04,6.58,129.0,23.0,0.0,0.0,0.178295,0.286087,51.007752,
65f414d1000000000d00ef12,M2026-04,0.15,6.0,1.0,0.0,0.0,0.166667,0.15,25.0,
65f553790000000012020778,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
65f55570000000001203d5a7,M2026-04,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,
65f6a31900000000120222cf,M2026-04,0.92,23.0,5.0,0.0,0.0,0.217391,0.184,40.0,
65f7e0d70000000012023c5a,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
65fa9548000000001203cce9,M2026-04,3.65,194.0,22.0,0.0,0.0,0.113402,0.165909,18.814433,
65fa97e5000000001203c05a,M2026-04,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,
65fbeca8000000001203d8ec,M2026-04,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,
65fe8ac6000000000d00e4bc,M2026-04,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,
660279de000000001203fdaf,M2026-04,0.58,15.0,1.0,0.0,0.0,0.066667,0.58,38.666667,
66027a4c0000000012022e90,M2026-04,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,
